Entity,Time,Value
Belarus,2016,1246900000.0
Belize,2016,32733410.9928006
Bermuda,2016,-73213793.633562
Bolivia,2016,335365530.426077
Brazil,2016,74294627801.19
Barbados,2016,557500316.04356
Brunei Darussalam,2016,-150550827.310312
Bhutan,2016,11884162.3485119
Botswana,2016,142522598.297582
Central African Republic,2016,7256090.0
Canada,2016,34201872160.6084
Central Europe and the Baltics,2016,116332256719.116
Switzerland,2016,170848654800.932
Chile,2016,11362832162.4891
China,2016,174749584584.05
Cote d'Ivoire,2016,577871524.156215
Cameroon,2016,663893595.165465
"Congo, Dem. Rep.",2016,932374669.380907
"Congo, Rep.",2016,50608700.3526123
Colombia,2016,13857937720.8026
Comoros,2016,3569823.72997216
Cabo Verde,2016,126312006.101644
Costa Rica,2016,2620435490.61534
Caribbean small states,2016,1849368612.48883
Curacao,2016,133083798.882682
Cayman Islands,2016,2684234739.26841
Cyprus,2016,3331071355.68026
Czechia,2016,10850612308.2062
Germany,2016,58132711370.7802
Djibouti,2016,159997974.353059
Dominica,2016,42264926.1072222
Denmark,2016,7804020827.15213
Dominican Republic,2016,2516100000.0
Algeria,2016,1638263953.77736
East Asia & Pacific (excluding high income),2016,220117728865.986
Early-demographic dividend,2016,212851258162.598
East Asia & Pacific,2016,528883564693.192
Europe & Central Asia (excluding high income),2016,52513989944.0153
Europe & Central Asia,2016,1347999783489.76
Ecuador,2016,766570868.122241
"Egypt, Arab Rep.",2016,8106800000.0
Euro area,2016,599747046737.475
Eritrea,2016,52305000.0
Spain,2016,44962670965.5697
Estonia,2016,925762256.709316
Ethiopia,2016,4142937496.46329
European Union,2016,729126074548.509
Fragile and conflict affected situations,2016,20746189896.4878
Finland,2016,5228087258.97726
Fiji,2016,391619655.400882
France,2016,35623357280.0881
"Micronesia, Fed. Sts.",2016,0.0
Gabon,2016,1243660160.0
Georgia,2016,1659824033.37
Ghana,2016,3485333369.27963
"Gambia, The",2016,69830172.212844
Guinea-Bissau,2016,23998591.3709028
Equatorial Guinea,2016,1755302290.0
Greece,2016,2698544612.16074
Grenada,2016,109416203.7508
Guatemala,2016,845786560.0
Guyana,2016,58000000.0
High income,2016,2234578704170.23
"Hong Kong SAR, China",2016,133259182324.997
Honduras,2016,1147030449.99683
Heavily indebted poor countries (HIPC),2016,24562923460.8112
Croatia,2016,1574455103.96607
Haiti,2016,104900000.0
Hungary,2016,69453473203.2501
IBRD only,2016,456808071349.168
IDA & IBRD total,2016,596999428088.418
IDA total,2016,45259946283.8847
IDA blend,2016,10956434205.0126
Indonesia,2016,4541713739.23769
IDA only,2016,34303512078.8722
India,2016,44458571545.798
Ireland,2016,79795011377.5093
"Iran, Islamic Rep.",2016,3372000000.0
Iraq,2016,-6255900000.0
Iceland,2016,-1066286957.46864
Israel,2016,11988000000.0
Italy,2016,25656663794.7916
Jamaica,2016,927976718.982491
Jordan,2016,1552957746.47887
Japan,2016,40954181468.5533
Kazakhstan,2016,17223789547.9214
Kenya,2016,469533310.683932
Kyrgyz Republic,2016,619220700.0
Cambodia,2016,2475915853.65762
Kiribati,2016,1806963.91645453
St. Kitts and Nevis,2016,121415245.555555
"Korea, Rep.",2016,12104300000.0
Kuwait,2016,292026510.202095
Latin America & Caribbean (excluding high income),2016,146677064771.414
Lao PDR,2016,935296172.783646
Lebanon,2016,2568485071.1
Liberia,2016,311699760.322875
Libya,2016,0.0
St. Lucia,2016,161613065.584917
Latin America & Caribbean,2016,220107144566.282
Least developed countries: UN classification,2016,25896213005.0873
Low income,2016,8391495189.75034
Liechtenstein,2016,60669833862.7331
Sri Lanka,2016,897049375.883533
Lower middle income,2016,111937938549.513
Low & middle income,2016,502018816516.585
Lesotho,2016,79234566.0376044
Late-demographic dividend,2016,497659504635.926
Lithuania,2016,1177533775.88122
Luxembourg,2016,17580970090.0
Latvia,2016,335420977.516688
"Macao SAR, China",2016,1859188732.28442
Morocco,2016,2153363904.93515
Moldova,2016,87440000.0
Madagascar,2016,540842779.829334
Maldives,2016,456639057.30469
"Middle East, North Africa, Afghanistan & Pakistan",2016,66222592870.4656
Mexico,2016,38899523620.0
Marshall Islands,2016,-3055847.4488757
Middle income,2016,489476533830.371
North Macedonia,2016,549371101.55116
Mali,2016,356476591.902582
Malta,2016,2776034107.55999
Myanmar,2016,3278096409.87385
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2016,16323602978.9503
Montenegro,2016,226702405.905001
Mozambique,2016,3128149928.7
Mauritania,2016,271134844.997291
Mauritius,2016,378764430.0
Malawi,2016,115700000.0
Malaysia,2016,13470089920.807
North America,2016,508516658366.975
Namibia,2016,358774539.653988
New Caledonia,2016,809821138.3806
Niger,2016,301332480.592526
Nigeria,2016,3453258407.9848
Nicaragua,2016,989100000.0
Netherlands,2016,277348123316.989
Norway,2016,-18668572814.4236
Nepal,2016,105996375.590658
Nauru,2016,0.0
New Zealand,2016,2008111275.18133
OECD members,2016,1888821487332.89
Oman,2016,2266070221.06632
Other small states,2016,7303908403.61423
Pakistan,2016,2576000000.0
Panama,2016,5248354450.21
Peru,2016,6805247718.18016
Philippines,2016,8279548274.88501
Palau,2016,64657000.0
Papua New Guinea,2016,-39113258.47665
Poland,2016,18060000000.0
Pre-demographic dividend,2016,13237483289.6751
Portugal,2016,7350311647.43462
Paraguay,2016,799044840.838708
West Bank and Gaza,2016,296473530.843925
Pacific island small states,2016,555995782.644424
Post-demographic dividend,2016,1905873086530.02
French Polynesia,2016,61544514.3227108
Qatar,2016,773901098.901099
Romania,2016,6252035766.42823
Russian Federation,2016,32538900000.0
Rwanda,2016,279747327.598381
South Asia,2016,48262865297.6365
Saudi Arabia,2016,21954833889.956
Sudan,2016,1063767535.33587
Senegal,2016,472409799.846776
Singapore,2016,65133174223.0873
Solomon Islands,2016,37343622.7695982
Sierra Leone,2016,138517339.824904
El Salvador,2016,479469380.713821
"Somalia, Fed. Rep.",2016,330000000.0
Serbia,2016,2355214636.94213
Sub-Saharan Africa (excluding high income),2016,31889179226.7012
South Sudan,2016,-7850000.0
Sub-Saharan Africa,2016,32308450510.2834
Small states,2016,9709272798.74749
Sao Tome and Principe,2016,23331087.1205747
Suriname,2016,231666845.653765
Slovak Republic,2016,4768259092.47383
Slovenia,2016,1446274234.68465
Sweden,2016,15470455705.9977
Eswatini,2016,26852077.6519873
Sint Maarten (Dutch part),2016,41553072.6256983
Seychelles,2016,68346743.9281733
Syrian Arab Republic,2016,0.0
Turks and Caicos Islands,2016,16590000.0
Chad,2016,244682120.0
East Asia & Pacific (IDA & IBRD countries),2016,220182385865.986
Europe & Central Asia (IDA & IBRD countries),2016,112427810814.41
Togo,2016,-46308331.6178517
Thailand,2016,3486184390.30069
Tajikistan,2016,241616267.20903
Turkmenistan,2016,2243160000.0
Latin America & the Caribbean (IDA & IBRD countries),2016,167790786151.995
Timor-Leste,2016,5478700.0
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2016,16027129448.1064
Tonga,2016,16625145.1000078
South Asia (IDA & IBRD),2016,48262865297.6365
Sub-Saharan Africa (IDA & IBRD countries),2016,32308450510.2834
Trinidad and Tobago,2016,-23598182.380677
Tunisia,2016,622569482.161978
Turkiye,2016,13835000000.0
Tuvalu,2016,300000.0
Tanzania,2016,864040000.0
Uganda,2016,625704361.867068
Ukraine,2016,4128000000.0
Upper middle income,2016,378195650315.273
Uruguay,2016,-515650078.425119
United States,2016,474388000000.0
Uzbekistan,2016,1662886452.22485
St. Vincent and the Grenadines,2016,70524768.2973118
"Venezuela, RB",2016,1587000000.0
British Virgin Islands,2016,49022945940.0
Viet Nam,2016,12600000000.0
Vanuatu,2016,44178569.3949991
World,2016,2752301059794.59
Samoa,2016,2520673.5113578
Kosovo,2016,243787145.164529
"Yemen, Rep.",2016,-561000000.0
South Africa,2016,2215307020.39541
Zambia,2016,662813935.420472
Zimbabwe,2016,343013813.38
Aruba,2017,162456842.302022
Africa Eastern and Southern,2017,10173223472.646
Afghanistan,2017,51533896.765
Africa Western and Central,2017,17742426923.7236
Angola,2017,-7397295409.18991
Albania,2017,1022757857.07376
Arab World,2017,30527077377.2239
United Arab Emirates,2017,10354223000.0
Argentina,2017,11516861462.2844
Armenia,2017,252747990.684352
Antigua and Barbuda,2017,151271628.230866
Australia,2017,48199372039.9014
Austria,2017,14031983575.0406
Azerbaijan,2017,2867487000.0
Burundi,2017,65319814.8376385
Belgium,2017,-37288840312.453
Benin,2017,200902719.348051
Burkina Faso,2017,2572690.32188177
Bangladesh,2017,1810395803.56746
Bulgaria,2017,2007290000.0
Bahrain,2017,1426063829.78723
"Bahamas, The",2017,304587573.117333
Bosnia and Herzegovina,2017,509429047.915132
Belarus,2017,1276300000.0
Belize,2017,31831615.5013861
Bermuda,2017,-288109270.997091
Bolivia,2017,712474137.775022
Brazil,2017,68885491315.23
Barbados,2017,91481933.165
Brunei Darussalam,2017,467927550.316566
Bhutan,2017,-16553759.9525493
Botswana,2017,260575129.351447
Central African Republic,2017,6888750.0
Canada,2017,25357801000.4969
Central Europe and the Baltics,2017,30937237488.887
Switzerland,2017,146779212954.995
Chile,2017,5237183518.21249
China,2017,166083755721.648
Cote d'Ivoire,2017,975014998.795492
Cameroon,2017,814458940.927624
"Congo, Dem. Rep.",2017,1047979482.55526
Colombia,2017,13700880445.1997
Comoros,2017,3919473.02500834
Cabo Verde,2017,111711633.73814
Costa Rica,2017,2924906990.98244
Caribbean small states,2017,895923112.872218
Curacao,2017,172681564.24581
Cayman Islands,2017,2506466933.66629
Cyprus,2017,42234145947.887
Czechia,2017,11234740946.0941
Germany,2017,108786501529.106
Djibouti,2017,164929861.974668
Dominica,2017,22677207.693769
Denmark,2017,3607276299.5179
Dominican Republic,2017,3597900000.0
Algeria,2017,1230243450.87888
East Asia & Pacific (excluding high income),2017,239673765902.258
Early-demographic dividend,2017,212613110222.205
East Asia & Pacific,2017,560859151971.198
Europe & Central Asia (excluding high income),2017,35721733570.269
Europe & Central Asia,2017,923313368959.804
Ecuador,2017,632393412.259199
"Egypt, Arab Rep.",2017,7408700000.0
Euro area,2017,544154518124.336
Eritrea,2017,55468000.0
Spain,2017,33577736758.6064
Estonia,2017,1735775304.25103
Ethiopia,2017,4017159564.65434
European Union,2017,591455183723.147
Fragile and conflict affected situations,2017,24111443732.3924
Finland,2017,16909619226.7668
Fiji,2017,387602565.305446
France,2017,43733253503.8812
"Micronesia, Fed. Sts.",2017,0.0
Gabon,2017,1314029330.0
United Kingdom,2017,125358809934.12
Georgia,2017,1930381394.76
Ghana,2017,3254990000.0
Guinea,2017,577590000.0
"Gambia, The",2017,64338516.0351372
Guinea-Bissau,2017,15691197.9520896
Equatorial Guinea,2017,384833210.0
Greece,2017,3439131879.75516
Grenada,2017,153278369.778148
Guatemala,2017,998344470.0
Guyana,2017,212241105.393472
High income,2017,1748796008905.56
"Hong Kong SAR, China",2017,125716724339.795
Honduras,2017,949955941.517778
Heavily indebted poor countries (HIPC),2017,29509774718.3678
Croatia,2017,1820430355.43777
Hungary,2017,-12371761179.6433
IBRD only,2017,450613240773.427
IDA & IBRD total,2017,577332934876.193
IDA total,2017,51471132992.9577
IDA blend,2017,15395288810.6547
Indonesia,2017,20510310832.4469
IDA only,2017,36075844182.3031
India,2017,39966091358.7384
Ireland,2017,71124020351.904
"Iran, Islamic Rep.",2017,5019000000.0
Iraq,2017,-5032400000.0
Israel,2017,16892500000.0
Italy,2017,8737024578.66006
Jamaica,2017,888835228.4786
Jordan,2017,2029718309.85915
Japan,2017,18802251208.1068
Kazakhstan,2017,4757396810.52606
Kenya,2017,1346085345.21691
Kyrgyz Republic,2017,-107212800.0
Cambodia,2017,2788084321.65815
Kiribati,2017,784797.254894665
St. Kitts and Nevis,2017,48026116.2962963
"Korea, Rep.",2017,17912900000.0
Kuwait,2017,113012065.007347
Latin America & Caribbean (excluding high income),2017,145509113137.296
Lao PDR,2017,1686287305.36006
Lebanon,2017,2522409653.4
Liberia,2017,247842983.01405
Libya,2017,0.0
St. Lucia,2017,89941452.0910666
Latin America & Caribbean,2017,203015394214.581
Least developed countries: UN classification,2017,20981440320.0955
Low income,2017,8439485620.33513
Liechtenstein,2017,38999586460.5875
Sri Lanka,2017,1372723043.13401
Lower middle income,2017,110553360647.953
Low & middle income,2017,501863792366.256
Lesotho,2017,42168765.5665983
Late-demographic dividend,2017,493237912402.802
Lithuania,2017,1383731106.4056
Luxembourg,2017,-27369776660.0
Latvia,2017,1189985285.15419
"Macao SAR, China",2017,1701002327.73208
Morocco,2017,2680109856.21236
Moldova,2017,149520000.0
Madagascar,2017,464856589.648809
Maldives,2017,457808313.566538
"Middle East, North Africa, Afghanistan & Pakistan",2017,95418985550.9526
Mexico,2017,33132345030.0
Marshall Islands,2017,5835497.47968519
Middle income,2017,489408567181.267
North Macedonia,2017,380738977.544776
Mali,2017,560747464.368764
Malta,2017,42459309426.166
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2017,19295282154.7938
Montenegro,2017,560665419.031981
Mongolia,2017,1494350363.46922
Mozambique,2017,2319071971.47681
Mauritania,2017,588217194.758538
Mauritius,2017,479995890.0
Malawi,2017,90200000.0
Malaysia,2017,9368469822.66145
North America,2017,405892691729.5
Namibia,2017,280410647.943892
New Caledonia,2017,486410130.0
Niger,2017,338710710.13916
Nigeria,2017,2412974916.23263
Nicaragua,2017,1035400000.0
Netherlands,2017,201143110342.962
Norway,2017,5900604723.78859
Nauru,2017,0.0
New Zealand,2017,2390035935.47736
OECD members,2017,1344583009185.89
Oman,2017,2878543563.06892
Other small states,2017,81840330156.3208
Pakistan,2017,2496000000.0
Panama,2017,4082062468.94
Peru,2017,7413409959.49823
Philippines,2017,10256442398.8834
Palau,2017,47740000.0
Papua New Guinea,2017,-179266211.514927
Poland,2017,12565000000.0
Pre-demographic dividend,2017,10366793489.0607
Portugal,2017,11088239861.7227
Paraguay,2017,606962985.461237
West Bank and Gaza,2017,183950642.861711
Pacific island small states,2017,516913103.167245
Post-demographic dividend,2017,1459050620728.79
French Polynesia,2017,90038650.0
Qatar,2017,985989010.989011
Romania,2017,5952909608.10491
Russian Federation,2017,28557440000.0
Rwanda,2017,274025990.659944
South Asia,2017,43786729857.6174
Saudi Arabia,2017,1014062501.14036
Sudan,2017,1065298481.41867
Senegal,2017,588292997.958708
Singapore,2017,101969983887.611
Solomon Islands,2017,42883975.6278544
Sierra Leone,2017,413724600.631129
El Salvador,2017,503801415.183001
"Somalia, Fed. Rep.",2017,369000000.0
Serbia,2017,2894615965.2376
Sub-Saharan Africa (excluding high income),2017,27436508504.2797
South Sudan,2017,1420000.0
Sub-Saharan Africa,2017,27915650396.3696
Small states,2017,83253166372.3602
Sao Tome and Principe,2017,34208489.0333144
Suriname,2017,96075554.7414536
Slovak Republic,2017,4222907458.3899
Slovenia,2017,1196228604.6928
Sweden,2017,24305209924.7369
Eswatini,2017,-57647593.3929901
Sint Maarten (Dutch part),2017,64248297.0446927
Seychelles,2017,197311244.14602
Syrian Arab Republic,2017,0.0
Turks and Caicos Islands,2017,22068000.0
Chad,2017,363381640.0
East Asia & Pacific (IDA & IBRD countries),2017,239721505902.258
Europe & Central Asia (IDA & IBRD countries),2017,86624803533.8117
Togo,2017,88558699.5022234
Thailand,2017,8285169819.69135
Tajikistan,2017,185827080.700794
Turkmenistan,2017,2085944140.0
Latin America & the Caribbean (IDA & IBRD countries),2017,160172913674.204
Timor-Leste,2017,6715937.46714799
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2017,19111331511.9321
Tonga,2017,-15671794.4503866
South Asia (IDA & IBRD),2017,43786729857.6174
Sub-Saharan Africa (IDA & IBRD countries),2017,27915650396.3696
Trinidad and Tobago,2017,-470882577.73977
Tunisia,2017,810936482.841997
Turkiye,2017,11190000000.0
Tuvalu,2017,300000.0
Tanzania,2017,937700000.0
Uganda,2017,802704141.008568
Ukraine,2017,3680000000.0
Upper middle income,2017,379320352621.374
Uruguay,2017,2686509353.42749
United States,2017,380823000000.0
Uzbekistan,2017,1798299474.68216
St. Vincent and the Grenadines,2017,165393134.603197
"Venezuela, RB",2017,-299000000.0
British Virgin Islands,2017,39609971330.0
Viet Nam,2017,14100000000.0
Vanuatu,2017,38222690.1627779
World,2017,2260201972680.02
Samoa,2017,9215371.78697385
Kosovo,2017,286835212.112418
"Yemen, Rep.",2017,-269850000.0
South Africa,2017,2058579911.05235
Zambia,2017,1107519804.84533
Zimbabwe,2017,307187738.788
Aruba,2018,144146269.421965
Africa Eastern and Southern,2018,13413862713.7502
Afghanistan,2018,119435105.715177
Africa Western and Central,2018,14887496086.8658
Angola,2018,-6456076413.12033
Albania,2018,1204383363.60476
Arab World,2018,42865771096.2676
United Arab Emirates,2018,10385286000.0
Argentina,2018,11716769818.7543
Armenia,2018,266855048.832037
Antigua and Barbuda,2018,202333092.274125
Australia,2018,60686639529.9229
Austria,2018,-27839206246.3826
Azerbaijan,2018,1402998000.0
Burundi,2018,6663761.85439284
Belgium,2018,-41601387266.7493
Benin,2018,194073683.196865
Burkina Faso,2018,268414907.946195
Bangladesh,2018,2421626238.43716
Bulgaria,2018,1809860000.0
Bahrain,2018,1654255319.14893
"Bahamas, The",2018,491404689.229666
Bosnia and Herzegovina,2018,601783317.146818
Belarus,2018,1426500000.0
Belize,2018,122041646.954707
Bermuda,2018,95416371.5
Bolivia,2018,302368781.37636
Brazil,2018,78183840044.98
Barbados,2018,241596500.0
Brunei Darussalam,2018,516202620.629746
Bhutan,2018,2649454.31118453
Botswana,2018,285955061.932014
Central African Republic,2018,18003540.0
Canada,2018,42603762048.597
Central Europe and the Baltics,2018,-18812850494.8408
Switzerland,2018,-161796242279.339
Chile,2018,7942631935.04913
China,2018,235365050036.341
Cote d'Ivoire,2018,620330654.359791
Cameroon,2018,765092012.778526
"Congo, Dem. Rep.",2018,1407563588.42422
Colombia,2018,11298692773.8485
Comoros,2018,5672348.12857999
Cabo Verde,2018,103550532.589032
Costa Rica,2018,3014543618.02812
Caribbean small states,2018,2109766997.41608
Curacao,2018,126924996.849162
Cayman Islands,2018,173644548.798713
Cyprus,2018,79087120911.1898
Czechia,2018,8324668391.46793
Germany,2018,162250938125.842
Djibouti,2018,170000000.0
Dominica,2018,78283172.028784
Denmark,2018,8764023726.34583
Dominican Republic,2018,2744500000.0
Algeria,2018,1466116068.03411
East Asia & Pacific (excluding high income),2018,311000387127.277
Early-demographic dividend,2018,229888802518.023
East Asia & Pacific,2018,601824574692.08
Europe & Central Asia (excluding high income),2018,32415711361.8656
Europe & Central Asia,2018,-178217339352.826
Ecuador,2018,1390916763.14022
"Egypt, Arab Rep.",2018,8141300000.0
Euro area,2018,153196096306.178
Eritrea,2018,61015000.0
Spain,2018,63958429156.7585
Estonia,2018,1273932848.01576
Ethiopia,2018,3360419368.65294
European Union,2018,133983702758.315
Fragile and conflict affected situations,2018,21797275863.236
Finland,2018,-10529085853.8372
Fiji,2018,468861002.876235
France,2018,77493098693.2377
"Micronesia, Fed. Sts.",2018,0.0
Gabon,2018,1379070820.0
United Kingdom,2018,-25055440306.9073
Georgia,2018,1304024907.7
Ghana,2018,2989035000.0
Guinea,2018,352760000.0
"Gambia, The",2018,81805006.5959045
Guinea-Bissau,2018,20563818.2174004
Equatorial Guinea,2018,-144465770.0
Greece,2018,4025447788.57702
Grenada,2018,185990696.386518
Guatemala,2018,922397870.0
Guyana,2018,1231760000.0
High income,2018,513373248455.147
"Hong Kong SAR, China",2018,97036255478.9459
Honduras,2018,1442587576.20959
Heavily indebted poor countries (HIPC),2018,28390335015.3078
Croatia,2018,1645992913.89195
Haiti,2018,105000000.0
Hungary,2018,-64648352413.5288
IBRD only,2018,536710022988.674
IDA & IBRD total,2018,648394227283.773
IDA total,2018,45772473624.9745
IDA blend,2018,11580142600.7672
Indonesia,2018,18909826043.5105
IDA only,2018,34192331024.2073
India,2018,42117450737.2643
Ireland,2018,80581468516.7593
"Iran, Islamic Rep.",2018,2373000000.0
Iraq,2018,-4885100000.0
Iceland,2018,-622718386.260034
Israel,2018,21514500000.0
Italy,2018,44249715319.1483
Jamaica,2018,774620603.114089
Jordan,2018,954929577.464788
Japan,2018,25289367857.8518
Kazakhstan,2018,353291554.55809
Kenya,2018,767761506.730644
Kyrgyz Republic,2018,144222600.0
Cambodia,2018,3212633447.04469
Kiribati,2018,-1144364.71702218
St. Kitts and Nevis,2018,40051767.037037
"Korea, Rep.",2018,12182600000.0
Kuwait,2018,-21377568.8207292
Latin America & Caribbean (excluding high income),2018,154712466747.936
Lao PDR,2018,1358019506.22958
Lebanon,2018,2658003844.61444
Liberia,2018,129129754.833293
Libya,2018,0.0
St. Lucia,2018,45522200.8444974
Latin America & Caribbean,2018,208658135427.771
Least developed countries: UN classification,2018,18296260282.8364
Low income,2018,8621980606.58345
Lower middle income,2018,108709545811.035
Low & middle income,2018,581181690067.003
Lesotho,2018,40874067.2749006
Late-demographic dividend,2018,612986983981.245
Lithuania,2018,1299841764.3737
Luxembourg,2018,-83336482550.0
Latvia,2018,439128427.014648
"Macao SAR, China",2018,1721703376.81634
Morocco,2018,3544387229.27821
Moldova,2018,309640000.0
Madagascar,2018,612036371.422122
Maldives,2018,575658028.152192
"Middle East, North Africa, Afghanistan & Pakistan",2018,139338145840.077
Mexico,2018,37859235431.0
Marshall Islands,2018,9752051.36249508
Middle income,2018,569259430091.767
North Macedonia,2018,648732424.984646
Mali,2018,467295391.077839
Myanmar,2018,1768195522.55912
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2018,17199053728.7662
Montenegro,2018,485653127.823428
Mongolia,2018,1951528195.81852
Mozambique,2018,1678061191.83106
Mauritania,2018,772890480.0
Mauritius,2018,460511370.0
Malawi,2018,77012306.002161
Malaysia,2018,8304480741.65266
North America,2018,257414178420.097
Namibia,2018,357583723.16063
New Caledonia,2018,342821270.0
Niger,2018,466042272.996922
Nigeria,2018,775247400.003029
Nicaragua,2018,837600000.0
Netherlands,2018,-285034722651.706
Norway,2018,-5664319361.82195
Nepal,2018,68261793.9439986
Nauru,2018,7710629.36574571
New Zealand,2018,2456550920.15587
OECD members,2018,229921182953.834
Oman,2018,5600780234.07022
Pakistan,2018,1737000000.0
Panama,2018,4304245890.55
Peru,2018,5872657139.17008
Philippines,2018,9948598823.96867
Palau,2018,50753000.0
Papua New Guinea,2018,306641515.183538
Poland,2018,19908000000.0
Pre-demographic dividend,2018,7897106040.26043
Portugal,2018,8390559335.10071
Paraguay,2018,245729327.9071
West Bank and Gaza,2018,210694555.545304
Pacific island small states,2018,638731448.584074
Post-demographic dividend,2018,298134847311.524
French Polynesia,2018,5937840.0
Qatar,2018,-2186263736.26373
Romania,2018,7343560129.25216
Russian Federation,2018,8784850000.0
Rwanda,2018,366192315.50624
South Asia,2018,46799690261.3377
Saudi Arabia,2018,12141122232.9039
Sudan,2018,1135787164.04941
Senegal,2018,847841574.790215
Singapore,2018,83413645041.1155
Solomon Islands,2018,24992541.5163262
Sierra Leone,2018,185646292.276508
El Salvador,2018,412743968.360673
"Somalia, Fed. Rep.",2018,408000000.0
Serbia,2018,4071895067.82105
Sub-Saharan Africa (excluding high income),2018,27578462683.6641
South Sudan,2018,60140000.0
Sub-Saharan Africa,2018,28301358800.616
Sao Tome and Principe,2018,23698321.4864449
Suriname,2018,130960766.326423
Slovak Republic,2018,2252379829.31736
Slovenia,2018,1538137615.35452
Sweden,2018,-714153381.400275
Eswatini,2018,31130826.6571527
Sint Maarten (Dutch part),2018,-47915083.4748603
Seychelles,2018,305172393.791332
Syrian Arab Republic,2018,0.0
Turks and Caicos Islands,2018,42227000.0
Chad,2018,460890510.0
East Asia & Pacific (IDA & IBRD countries),2018,311058850756.642
Europe & Central Asia (IDA & IBRD countries),2018,71907974405.0097
Togo,2018,-180972714.795729
Thailand,2018,13747219811.1792
Tajikistan,2018,220862232.3377
Turkmenistan,2018,1606640190.0
Latin America & the Caribbean (IDA & IBRD countries),2018,173337993886.946
Timor-Leste,2018,47925664.570816
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2018,16988359173.2209
Tonga,2018,23210808.8977196
South Asia (IDA & IBRD),2018,46799690261.3377
Sub-Saharan Africa (IDA & IBRD countries),2018,28301358800.616
Trinidad and Tobago,2018,-700185701.199984
Tunisia,2018,991385678.114219
Turkiye,2018,12450000000.0
Tuvalu,2018,298860.0
Tanzania,2018,971576866.042756
Uganda,2018,1055353352.63033
Ukraine,2018,4975000000.0
Upper middle income,2018,461117018194.721
Uruguay,2018,1726550037.27184
United States,2018,214715000000.0
Uzbekistan,2018,624686535.504395
St. Vincent and the Grenadines,2018,40008167.534307
"Venezuela, RB",2018,622000000.0
British Virgin Islands,2018,34389709120.0
Viet Nam,2018,15500000000.0
Vanuatu,2018,37583468.4179765
World,2018,1104118744089.15
Samoa,2018,16713450.8645979
Kosovo,2018,318542991.552637
"Yemen, Rep.",2018,-282098330.0
South Africa,2018,5569462350.15205
Zambia,2018,408438491.702336
Zimbabwe,2018,413857379.43885
Aruba,2019,-75226540.6843182
Africa Eastern and Southern,2019,15040663636.9407
Afghanistan,2019,23404553.647249
Africa Western and Central,2019,12601244673.6158
Angola,2019,-4098478747.63754
Albania,2019,1201022154.46643
Andorra,2019,422216126.281171
Arab World,2019,34413431967.3474
United Arab Emirates,2019,17874660000.0
Argentina,2019,6649187837.98606
Armenia,2019,100285081.566817
Antigua and Barbuda,2019,133908540.37037
Australia,2019,38745129661.1196
Austria,2019,-12636357247.4569
Azerbaijan,2019,1503918000.0
Burundi,2019,30280866.0715354
Belgium,2019,-10587088044.237
Benin,2019,218207871.715642
Burkina Faso,2019,162970140.263612
Bangladesh,2019,1908045387.02684
Bulgaria,2019,2221250000.0
Bahrain,2019,941755319.148936
"Bahamas, The",2019,482229306.391
Bosnia and Herzegovina,2019,447875544.610652
Belarus,2019,1273300000.0
Belize,2019,93910241.7033733
Bermuda,2019,4389826.5
Bolivia,2019,-216636843.1305
Brazil,2019,69174411753.45
Barbados,2019,215370130.0
Brunei Darussalam,2019,373256767.246304
Bhutan,2019,13011377.2857267
Botswana,2019,93607130.032602
Central African Republic,2019,25601160.0
Canada,2019,48942300762.2452
Central Europe and the Baltics,2019,153689624903.673
Switzerland,2019,22355117767.168
Chile,2019,13579090978.7595
China,2019,187169822364.755
Cote d'Ivoire,2019,848881139.442876
Cameroon,2019,1024779237.90888
"Congo, Dem. Rep.",2019,1350994226.20535
"Congo, Rep.",2019,-1427679257.05894
Colombia,2019,13989154028.3683
Comoros,2019,4300803.9663215
Cabo Verde,2019,122921295.022726
Costa Rica,2019,2719031329.42268
Caribbean small states,2019,4362342307.42242
Curacao,2019,203230453.620112
Cayman Islands,2019,1080420248.60699
Czechia,2019,10752120870.7679
Germany,2019,75463438450.8916
Djibouti,2019,174999015.310514
Dominica,2019,63039788.5185185
Denmark,2019,-3801733788.9774
Dominican Republic,2019,2829200000.0
Algeria,2019,1381200049.59264
East Asia & Pacific (excluding high income),2019,260822975228.383
Early-demographic dividend,2019,212343916869.401
East Asia & Pacific,2019,532986069627.509
Europe & Central Asia (excluding high income),2019,35787177642.4768
Europe & Central Asia,2019,675900327387.627
Ecuador,2019,984569496.243027
"Egypt, Arab Rep.",2019,9010100000.0
Euro area,2019,432671199792.672
Eritrea,2019,-60671910.0
Spain,2019,30322872791.4496
Estonia,2019,3113489502.24595
Ethiopia,2019,2548743427.35753
European Union,2019,582178363188.55
Fragile and conflict affected situations,2019,20102816420.568
Finland,2019,16280099519.3449
Fiji,2019,322282826.115833
France,2019,53499337503.7412
"Micronesia, Fed. Sts.",2019,0.0
Gabon,2019,1553136880.0
United Kingdom,2019,19790761929.1276
Georgia,2019,1397879177.29
Ghana,2019,3879831469.7
Guinea,2019,44400000.0
